House_Id,variable,value
1448,OverallQual,8
4,OverallQual,7
93,OverallQual,5
114,OverallQual,6
115,OverallQual,6
182,OverallQual,7
191,OverallQual,8
219,OverallQual,7
252,OverallQual,8
300,OverallQual,6
301,OverallQual,5
408,OverallQual,6
418,OverallQual,6
439,OverallQual,5
464,OverallQual,6
504,OverallQual,7
515,OverallQual,5
520,OverallQual,7
530,OverallQual,6
599,OverallQual,5
609,OverallQual,8
658,OverallQual,7
670,OverallQual,4
674,OverallQual,6
727,OverallQual,6
853,OverallQual,7
861,OverallQual,7
908,OverallQual,7
914,OverallQual,5
956,OverallQual,6
967,OverallQual,5
1013,OverallQual,6
1035,OverallQual,5
1060,OverallQual,6
1076,OverallQual,7
1148,OverallQual,7
1153,OverallQual,6
1162,OverallQual,6
1175,OverallQual,6
1179,OverallQual,5
1182,OverallQual,8
1236,OverallQual,5
1245,OverallQual,8
1269,OverallQual,8
1275,OverallQual,5
1302,OverallQual,6
1311,OverallQual,7
1344,OverallQual,6
1406,OverallQual,8
1420,OverallQual,6
1441,OverallQual,6
1458,OverallQual,7
40,OverallQual,4
98,OverallQual,4
99,OverallQual,5
111,OverallQual,6
118,OverallQual,5
146,OverallQual,6
156,OverallQual,6
166,OverallQual,5
176,OverallQual,6
183,OverallQual,5
194,OverallQual,7
201,OverallQual,4
211,OverallQual,5
212,OverallQual,6
240,OverallQual,6
270,OverallQual,6
293,OverallQual,5
309,OverallQual,4
353,OverallQual,5
363,OverallQual,7
376,OverallQual,1
387,OverallQual,5
388,OverallQual,6
391,OverallQual,5
396,OverallQual,5
411,OverallQual,5
419,OverallQual,5
440,OverallQual,6
442,OverallQual,4
446,OverallQual,6
473,OverallQual,6
503,OverallQual,5
524,OverallQual,10
529,OverallQual,4
536,OverallQual,5
554,OverallQual,4
563,OverallQual,5
564,OverallQual,6
583,OverallQual,6
608,OverallQual,5
621,OverallQual,3
639,OverallQual,5
648,OverallQual,6
652,OverallQual,4
660,OverallQual,5
664,OverallQual,4
672,OverallQual,6
698,OverallQual,5
724,OverallQual,4
725,OverallQual,9
739,OverallQual,5
750,OverallQual,4
772,OverallQual,4
773,OverallQual,6
815,OverallQual,5
840,OverallQual,5
881,OverallQual,5
888,OverallQual,5
918,OverallQual,4
922,OverallQual,5
943,OverallQual,4
955,OverallQual,6
979,OverallQual,4
986,OverallQual,5
1001,OverallQual,3
1012,OverallQual,5
1021,OverallQual,4
1036,OverallQual,4
1046,OverallQual,3
1050,OverallQual,4
1054,OverallQual,5
1073,OverallQual,5
1074,OverallQual,6
1089,OverallQual,7
1123,OverallQual,4
1124,OverallQual,5
1145,OverallQual,4
1152,OverallQual,5
1169,OverallQual,6
1180,OverallQual,5
1186,OverallQual,5
1213,OverallQual,4
1255,OverallQual,7
1258,OverallQual,5
1274,OverallQual,6
1295,OverallQual,5
1298,OverallQual,6
1299,OverallQual,10
1305,OverallQual,7
1315,OverallQual,4
1320,OverallQual,4
1327,OverallQual,3
1333,OverallQual,4
1378,OverallQual,5
1381,OverallQual,3
1385,OverallQual,6
1424,OverallQual,6
1449,OverallQual,4
1453,OverallQual,5
1460,OverallQual,5
51,OverallQual,6
73,OverallQual,7
85,OverallQual,7
87,OverallQual,6
96,OverallQual,6
112,OverallQual,7
132,OverallQual,6
148,OverallQual,7
160,OverallQual,7
169,OverallQual,7
206,OverallQual,7
222,OverallQual,6
235,OverallQual,6
256,OverallQual,7
267,OverallQual,6
278,OverallQual,4
311,OverallQual,6
316,OverallQual,7
335,OverallQual,6
357,OverallQual,6
371,OverallQual,6
380,OverallQual,6
405,OverallQual,6
412,OverallQual,5
416,OverallQual,7
434,OverallQual,6
448,OverallQual,7
493,OverallQual,6
535,OverallQual,8
545,OverallQual,7
559,OverallQual,7
574,OverallQual,7
617,OverallQual,6
666,OverallQual,8
709,OverallQual,7
738,OverallQual,8
747,OverallQual,7
752,OverallQual,7
781,OverallQual,7
795,OverallQual,7
823,OverallQual,7
858,OverallQual,6
869,OverallQual,5
883,OverallQual,6
903,OverallQual,7
904,OverallQual,7
910,OverallQual,6
923,OverallQual,6
930,OverallQual,7
942,OverallQual,7
966,OverallQual,6
1019,OverallQual,7
1051,OverallQual,7
1067,OverallQual,6
1085,OverallQual,6
1108,OverallQual,7
1109,OverallQual,6
1111,OverallQual,6
1117,OverallQual,8
1125,OverallQual,7
1128,OverallQual,7
1129,OverallQual,7
1135,OverallQual,6
1168,OverallQual,6
1190,OverallQual,7
1196,OverallQual,6
1197,OverallQual,7
1212,OverallQual,8
1225,OverallQual,7
1259,OverallQual,7
1261,OverallQual,6
1301,OverallQual,7
1330,OverallQual,7
1364,OverallQual,6
1389,OverallQual,9
1402,OverallQual,6
1431,OverallQual,5
1434,OverallQual,6
1456,OverallQual,6
22,OverallQual,7
31,OverallQual,4
53,OverallQual,5
62,OverallQual,5
89,OverallQual,3
105,OverallQual,7
109,OverallQual,5
122,OverallQual,4
126,OverallQual,6
269,OverallQual,5
297,OverallQual,5
308,OverallQual,6
326,OverallQual,5
330,OverallQual,5
366,OverallQual,5
399,OverallQual,5
449,OverallQual,6
496,OverallQual,4
558,OverallQual,4
602,OverallQual,6
654,OverallQual,6
706,OverallQual,4
712,OverallQual,4
730,OverallQual,4
802,OverallQual,4
813,OverallQual,5
897,OverallQual,4
917,OverallQual,2
999,OverallQual,3
1062,OverallQual,3
1097,OverallQual,6
1121,OverallQual,6
1154,OverallQual,6
1280,OverallQual,4
1326,OverallQual,4
1334,OverallQual,5
1386,OverallQual,4
24,OverallQual,5
76,OverallQual,4
345,OverallQual,5
358,OverallQual,5
435,OverallQual,4
490,OverallQual,4
491,OverallQual,5
615,OverallQual,4
650,OverallQual,4
916,OverallQual,4
1008,OverallQual,4
1039,OverallQual,4
1040,OverallQual,4
1069,OverallQual,6
1087,OverallQual,4
1368,OverallQual,5
1450,OverallQual,5
6,OverallQual,5
47,OverallQual,7
72,OverallQual,4
82,OverallQual,6
138,OverallQual,7
187,OverallQual,7
202,OverallQual,6
275,OverallQual,5
277,OverallQual,7
296,OverallQual,6
361,OverallQual,6
392,OverallQual,6
421,OverallQual,7
423,OverallQual,5
455,OverallQual,5
484,OverallQual,6
514,OverallQual,6
548,OverallQual,5
562,OverallQual,5
593,OverallQual,5
614,OverallQual,5
768,OverallQual,6
776,OverallQual,6
780,OverallQual,6
784,OverallQual,5
792,OverallQual,6
818,OverallQual,8
877,OverallQual,4
909,OverallQual,5
941,OverallQual,6
944,OverallQual,5
954,OverallQual,5
985,OverallQual,5
1009,OverallQual,7
1049,OverallQual,5
1132,OverallQual,5
1139,OverallQual,6
1171,OverallQual,6
1177,OverallQual,5
1191,OverallQual,4
1194,OverallQual,6
1248,OverallQual,6
1253,OverallQual,5
1284,OverallQual,6
1328,OverallQual,5
1408,OverallQual,5
1435,OverallQual,5
1447,OverallQual,5
1454,OverallQual,5
220,GrLivArea,1248
230,GrLivArea,1555
386,GrLivArea,1269
444,GrLivArea,1258
466,GrLivArea,1414
560,GrLivArea,1557
598,GrLivArea,1402
640,GrLivArea,1567
791,GrLivArea,1145
852,GrLivArea,1456
983,GrLivArea,1266
1005,GrLivArea,1504
1020,GrLivArea,1506
1024,GrLivArea,1504
1127,GrLivArea,1555
1395,GrLivArea,1500
1416,GrLivArea,1569
600,GrLivArea,1556
957,GrLivArea,1229
226,GrLivArea,1302
228,GrLivArea,987
233,GrLivArea,987
236,GrLivArea,987
364,GrLivArea,987
431,GrLivArea,987
433,GrLivArea,1365
501,GrLivArea,1218
656,GrLivArea,1092
838,GrLivArea,987
1030,GrLivArea,1218
1105,GrLivArea,1302
1220,GrLivArea,1218
1292,GrLivArea,1302
1335,GrLivArea,1365
1379,GrLivArea,987
10,GrLivArea,1077
16,GrLivArea,854
30,GrLivArea,520
52,GrLivArea,1176
78,GrLivArea,1285
147,GrLivArea,875
150,GrLivArea,1344
185,GrLivArea,1252
251,GrLivArea,1306
276,GrLivArea,1548
290,GrLivArea,1396
329,GrLivArea,2134
346,GrLivArea,1577
362,GrLivArea,1505
394,GrLivArea,788
438,GrLivArea,904
443,GrLivArea,1573
460,GrLivArea,1203
498,GrLivArea,1820
523,GrLivArea,1664
532,GrLivArea,1362
534,GrLivArea,334
547,GrLivArea,1635
556,GrLivArea,1048
585,GrLivArea,1573
587,GrLivArea,838
590,GrLivArea,935
637,GrLivArea,800
695,GrLivArea,1539
697,GrLivArea,616
711,GrLivArea,729
714,GrLivArea,960
762,GrLivArea,1301
808,GrLivArea,1576
827,GrLivArea,784
913,GrLivArea,1015
936,GrLivArea,747
961,GrLivArea,858
975,GrLivArea,2019
977,GrLivArea,869
996,GrLivArea,1230
1099,GrLivArea,1324
1136,GrLivArea,986
1140,GrLivArea,1167
1146,GrLivArea,1576
1203,GrLivArea,1348
1219,GrLivArea,912
1256,GrLivArea,1367
1264,GrLivArea,1824
1286,GrLivArea,1412
1322,GrLivArea,720
1324,GrLivArea,708
1353,GrLivArea,1176
1390,GrLivArea,1218
1398,GrLivArea,1513
1401,GrLivArea,1158
1415,GrLivArea,1848
1444,GrLivArea,952
70,GrLivArea,2287
121,GrLivArea,988
154,GrLivArea,1252
167,GrLivArea,1867
177,GrLivArea,2060
250,GrLivArea,2144
272,GrLivArea,1363
280,GrLivArea,2022
352,GrLivArea,1453
359,GrLivArea,1352
372,GrLivArea,1588
385,GrLivArea,1953
452,GrLivArea,1533
458,GrLivArea,1663
589,GrLivArea,1473
683,GrLivArea,1291
707,GrLivArea,1824
790,GrLivArea,2087
801,GrLivArea,1688
819,GrLivArea,1052
829,GrLivArea,2126
849,GrLivArea,2358
940,GrLivArea,2403
1066,GrLivArea,2260
1174,GrLivArea,3086
1263,GrLivArea,1788
1271,GrLivArea,1524
1288,GrLivArea,1582
1,GrLivArea,1710
3,GrLivArea,1786
14,GrLivArea,1494
23,GrLivArea,1795
33,GrLivArea,1234
37,GrLivArea,1097
44,GrLivArea,938
58,GrLivArea,1720
60,GrLivArea,780
65,GrLivArea,2034
68,GrLivArea,1479
90,GrLivArea,990
95,GrLivArea,1786
97,GrLivArea,1588
104,GrLivArea,1226
113,GrLivArea,2696
120,GrLivArea,1456
139,GrLivArea,1852
140,GrLivArea,1764
142,GrLivArea,1734
144,GrLivArea,1501
151,GrLivArea,969
193,GrLivArea,1431
195,GrLivArea,864
204,GrLivArea,848
214,GrLivArea,990
215,GrLivArea,1392
217,GrLivArea,1436
221,GrLivArea,1498
234,GrLivArea,894
237,GrLivArea,1414
249,GrLivArea,1668
258,GrLivArea,1604
259,GrLivArea,1792
262,GrLivArea,2574
291,GrLivArea,1919
302,GrLivArea,2452
303,GrLivArea,1541
304,GrLivArea,894
306,GrLivArea,2000
338,GrLivArea,1536
356,GrLivArea,1200
375,GrLivArea,1928
377,GrLivArea,914
383,GrLivArea,1797
389,GrLivArea,1479
397,GrLivArea,894
402,GrLivArea,1310
429,GrLivArea,1208
436,GrLivArea,1661
445,GrLivArea,1908
465,GrLivArea,1040
477,GrLivArea,1493
479,GrLivArea,1718
519,GrLivArea,1796
537,GrLivArea,1724
540,GrLivArea,1601
591,GrLivArea,1582
594,GrLivArea,848
595,GrLivArea,924
605,GrLivArea,1494
607,GrLivArea,1040
611,GrLivArea,2153
613,GrLivArea,1872
653,GrLivArea,1716
671,GrLivArea,1476
684,GrLivArea,1668
691,GrLivArea,848
705,GrLivArea,1484
720,GrLivArea,971
722,GrLivArea,848
728,GrLivArea,1232
733,GrLivArea,2031
740,GrLivArea,1728
753,GrLivArea,1494
757,GrLivArea,1768
769,GrLivArea,1836
777,GrLivArea,1614
783,GrLivArea,1430
803,GrLivArea,1456
812,GrLivArea,848
816,GrLivArea,1661
821,GrLivArea,1640
833,GrLivArea,1829
839,GrLivArea,1099
848,GrLivArea,864
851,GrLivArea,848
857,GrLivArea,1026
872,GrLivArea,1682
880,GrLivArea,864
912,GrLivArea,1268
929,GrLivArea,1788
934,GrLivArea,1500
939,GrLivArea,1962
949,GrLivArea,1776
953,GrLivArea,768
959,GrLivArea,1337
964,GrLivArea,1800
984,GrLivArea,2290
994,GrLivArea,1500
1000,GrLivArea,1208
1006,GrLivArea,985
1017,GrLivArea,1504
1022,GrLivArea,1220
1026,GrLivArea,882
1034,GrLivArea,1654
1038,GrLivArea,2263
1048,GrLivArea,990
1052,GrLivArea,1316
1055,GrLivArea,1989
1075,GrLivArea,1240
1079,GrLivArea,848
1080,GrLivArea,990
1083,GrLivArea,1459
1096,GrLivArea,1314
1122,GrLivArea,1552
1143,GrLivArea,2828
1167,GrLivArea,1694
1189,GrLivArea,1660
1199,GrLivArea,1212
1202,GrLivArea,1779
1204,GrLivArea,1630
1208,GrLivArea,1700
1238,GrLivArea,1948
1241,GrLivArea,1768
1279,GrLivArea,2031
1281,GrLivArea,1573
1283,GrLivArea,1040
1308,GrLivArea,990
1312,GrLivArea,1274
1317,GrLivArea,1630
1319,GrLivArea,1787
1332,GrLivArea,954
1339,GrLivArea,1861
1340,GrLivArea,864
1343,GrLivArea,2169
1345,GrLivArea,1456
1355,GrLivArea,1865
1367,GrLivArea,1790
1369,GrLivArea,848
1370,GrLivArea,1668
1373,GrLivArea,2097
1391,GrLivArea,1525
1403,GrLivArea,1294
1407,GrLivArea,768
1411,GrLivArea,1840
1423,GrLivArea,848
1442,GrLivArea,848
1445,GrLivArea,1422
1448,GrLivArea,2090
4,GrLivArea,1717
93,GrLivArea,964
114,GrLivArea,2259
115,GrLivArea,2320
182,GrLivArea,1802
191,GrLivArea,2727
219,GrLivArea,1954
252,GrLivArea,1625
300,GrLivArea,1152
301,GrLivArea,1336
408,GrLivArea,1680
418,GrLivArea,2624
439,GrLivArea,694
464,GrLivArea,1660
504,GrLivArea,1801
515,GrLivArea,789
520,GrLivArea,2080
530,GrLivArea,2515
599,GrLivArea,1647
609,GrLivArea,3194
658,GrLivArea,1502
670,GrLivArea,1180
674,GrLivArea,1839
727,GrLivArea,1680
853,GrLivArea,1646
861,GrLivArea,1426
908,GrLivArea,2057
914,GrLivArea,2002
956,GrLivArea,1958
967,GrLivArea,1308
1013,GrLivArea,1502
1035,GrLivArea,954
1060,GrLivArea,1991
1076,GrLivArea,1740
1148,GrLivArea,1564
1153,GrLivArea,1811
1162,GrLivArea,1640
1175,GrLivArea,2345
1179,GrLivArea,1343
1182,GrLivArea,1652
1236,GrLivArea,1784
1245,GrLivArea,1517
1269,GrLivArea,3447
1275,GrLivArea,1250
1302,GrLivArea,1494
1311,GrLivArea,1902
1344,GrLivArea,1913
1406,GrLivArea,1646
1420,GrLivArea,1844
1441,GrLivArea,2555
1458,GrLivArea,2340
40,GrLivArea,1152
98,GrLivArea,960
99,GrLivArea,835
111,GrLivArea,1855
118,GrLivArea,1125
146,GrLivArea,1709
156,GrLivArea,1096
166,GrLivArea,1355
176,GrLivArea,2158
183,GrLivArea,1340
194,GrLivArea,1709
201,GrLivArea,1121
211,GrLivArea,864
212,GrLivArea,1212
240,GrLivArea,1487
270,GrLivArea,1113
293,GrLivArea,1716
309,GrLivArea,861
353,GrLivArea,1111
363,GrLivArea,1922
376,GrLivArea,904
387,GrLivArea,1184
388,GrLivArea,1125
391,GrLivArea,1367
396,GrLivArea,1144
411,GrLivArea,1276
419,GrLivArea,1134
440,GrLivArea,1196
442,GrLivArea,1440
446,GrLivArea,1689
473,GrLivArea,1072
503,GrLivArea,1214
524,GrLivArea,4676
529,GrLivArea,605
536,GrLivArea,1347
554,GrLivArea,1126
563,GrLivArea,996
564,GrLivArea,1674
583,GrLivArea,816
608,GrLivArea,2008
621,GrLivArea,864
639,GrLivArea,796
648,GrLivArea,1094
652,GrLivArea,1510
660,GrLivArea,1486
664,GrLivArea,1181
672,GrLivArea,1369
698,GrLivArea,1148
724,GrLivArea,1470
725,GrLivArea,1698
739,GrLivArea,1200
750,GrLivArea,1529
772,GrLivArea,1220
773,GrLivArea,1117
815,GrLivArea,1250
840,GrLivArea,1200
881,GrLivArea,1090
888,GrLivArea,1393
918,GrLivArea,1229
922,GrLivArea,2200
943,GrLivArea,1440
955,GrLivArea,980
979,GrLivArea,894
986,GrLivArea,1164
1001,GrLivArea,944
1012,GrLivArea,1664
1021,GrLivArea,1132
1036,GrLivArea,845
1046,GrLivArea,1733
1050,GrLivArea,930
1054,GrLivArea,1526
1073,GrLivArea,1456
1074,GrLivArea,1426
1089,GrLivArea,1709
1123,GrLivArea,960
1124,GrLivArea,698
1145,GrLivArea,924
1152,GrLivArea,1466
1169,GrLivArea,2108
1180,GrLivArea,1124
1186,GrLivArea,1221
1213,GrLivArea,672
1255,GrLivArea,1656
1258,GrLivArea,864
1274,GrLivArea,1357
1295,GrLivArea,864
1298,GrLivArea,1072
1299,GrLivArea,5642
1305,GrLivArea,1708
1315,GrLivArea,948
1320,GrLivArea,948
1327,GrLivArea,774
1333,GrLivArea,816
1378,GrLivArea,1604
1381,GrLivArea,864
1385,GrLivArea,1258
1424,GrLivArea,2201
1449,GrLivArea,1346
1453,GrLivArea,1072
1460,GrLivArea,1256
51,GrLivArea,1470
73,GrLivArea,1718
85,GrLivArea,1474
87,GrLivArea,1560
96,GrLivArea,1470
112,GrLivArea,1430
132,GrLivArea,2054
148,GrLivArea,2035
160,GrLivArea,2462
169,GrLivArea,1720
206,GrLivArea,1442
222,GrLivArea,2267
235,GrLivArea,1960
256,GrLivArea,2291
267,GrLivArea,1511
278,GrLivArea,864
311,GrLivArea,1501
316,GrLivArea,1432
335,GrLivArea,1638
357,GrLivArea,1167
371,GrLivArea,1664
380,GrLivArea,1800
405,GrLivArea,1572
412,GrLivArea,1056
416,GrLivArea,1340
434,GrLivArea,1604
448,GrLivArea,1886
493,GrLivArea,1456
535,GrLivArea,1414
545,GrLivArea,1496
559,GrLivArea,1446
574,GrLivArea,1430
617,GrLivArea,1509
666,GrLivArea,1936
709,GrLivArea,1456
738,GrLivArea,1801
747,GrLivArea,2256
752,GrLivArea,1320
781,GrLivArea,1253
795,GrLivArea,1895
823,GrLivArea,1733
858,GrLivArea,1481
869,GrLivArea,2320
883,GrLivArea,1593
903,GrLivArea,1509
904,GrLivArea,1670
910,GrLivArea,1484
923,GrLivArea,1316
930,GrLivArea,2236
942,GrLivArea,2060
966,GrLivArea,1484
1019,GrLivArea,1472
1051,GrLivArea,1302
1067,GrLivArea,1571
1085,GrLivArea,1498
1108,GrLivArea,2021
1109,GrLivArea,1690
1111,GrLivArea,1658
1117,GrLivArea,1419
1125,GrLivArea,1482
1128,GrLivArea,1530
1129,GrLivArea,1959
1135,GrLivArea,1600
1168,GrLivArea,1671
1190,GrLivArea,1804
1196,GrLivArea,1456
1197,GrLivArea,1863
1212,GrLivArea,1752
1225,GrLivArea,1490
1259,GrLivArea,1166
1261,GrLivArea,1675
1301,GrLivArea,1983
1330,GrLivArea,1632
1364,GrLivArea,1412
1389,GrLivArea,1746
1402,GrLivArea,1593
1431,GrLivArea,1838
1434,GrLivArea,1792
1456,GrLivArea,1647
22,GrLivArea,1108
31,GrLivArea,1317
53,GrLivArea,816
62,GrLivArea,1111
89,GrLivArea,1526
105,GrLivArea,1818
109,GrLivArea,1517
122,GrLivArea,1123
126,GrLivArea,754
269,GrLivArea,778
297,GrLivArea,1558
308,GrLivArea,1406
326,GrLivArea,803
330,GrLivArea,1192
366,GrLivArea,1344
399,GrLivArea,1077
449,GrLivArea,1376
496,GrLivArea,720
558,GrLivArea,1336
602,GrLivArea,1375
654,GrLivArea,1469
706,GrLivArea,1092
712,GrLivArea,1178
730,GrLivArea,1208
802,GrLivArea,1196
813,GrLivArea,1044
897,GrLivArea,951
917,GrLivArea,480
999,GrLivArea,1077
1062,GrLivArea,894
1097,GrLivArea,1355
1121,GrLivArea,1012
1154,GrLivArea,816
1280,GrLivArea,1128
1326,GrLivArea,796
1334,GrLivArea,1360
1386,GrLivArea,1154
24,GrLivArea,1060
76,GrLivArea,988
345,GrLivArea,1112
358,GrLivArea,1142
435,GrLivArea,630
490,GrLivArea,630
491,GrLivArea,1304
615,GrLivArea,630
650,GrLivArea,630
916,GrLivArea,1092
1008,GrLivArea,1092
1039,GrLivArea,1344
1040,GrLivArea,630
1069,GrLivArea,2521
1087,GrLivArea,1092
1368,GrLivArea,1475
1450,GrLivArea,630
6,GrLivArea,1362
47,GrLivArea,2149
72,GrLivArea,845
82,GrLivArea,1337
138,GrLivArea,1959
187,GrLivArea,1217
202,GrLivArea,1279
275,GrLivArea,816
277,GrLivArea,1560
296,GrLivArea,1003
361,GrLivArea,912
392,GrLivArea,1961
421,GrLivArea,1344
423,GrLivArea,988
455,GrLivArea,1728
484,GrLivArea,1216
514,GrLivArea,1080
548,GrLivArea,768
562,GrLivArea,1389
593,GrLivArea,816
614,GrLivArea,1120
768,GrLivArea,1750
776,GrLivArea,1204
780,GrLivArea,1004
784,GrLivArea,1110
792,GrLivArea,1062
818,GrLivArea,1689
877,GrLivArea,1040
909,GrLivArea,902
941,GrLivArea,1728
944,GrLivArea,1632
954,GrLivArea,1968
985,GrLivArea,1734
1009,GrLivArea,1710
1049,GrLivArea,1771
1132,GrLivArea,974
1139,GrLivArea,1567
1171,GrLivArea,1118
1177,GrLivArea,923
1191,GrLivArea,1622
1194,GrLivArea,1224
1248,GrLivArea,1034
1253,GrLivArea,874
1284,GrLivArea,1824
1328,GrLivArea,816
1408,GrLivArea,833
1435,GrLivArea,1126
1447,GrLivArea,1188
1454,GrLivArea,1140
